tenure,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,MonthlyCharges,TotalCharges,MonthlyChargesPerTenure,TotalChargesPerTenure,Churn
9,0,0,2,0,0,98.3,923.5,10.922222222222222,102.61111111111111,1
17,2,0,0,0,0,93.85,1625.65,5.520588235294118,95.62647058823529,1
56,2,2,2,0,1,105.6,6068.65,1.8857142857142857,108.36874999999999,0
67,2,2,2,0,2,81.35,5398.6,1.2141791044776118,80.57611940298509,0
9,0,0,2,0,0,100.5,918.6,11.166666666666666,102.06666666666666,1
4,0,0,0,0,0,56.4,234.85,14.1,58.7125,0
19,0,2,0,2,1,65.35,1231.85,3.439473684210526,64.83421052631579,0
8,1,1,1,1,0,19.95,170.9,2.49375,21.3625,0
71,0,2,2,2,2,111.25,7984.15,1.5669014084507042,112.45281690140844,0
10,0,2,0,0,0,72.85,688.65,7.284999999999999,68.865,1
15,0,2,0,0,0,89.0,1288.3,5.933333333333334,85.88666666666667,0
72,2,0,2,0,1,106.1,7848.5,1.473611111111111,109.00694444444444,0
12,1,1,1,1,1,20.05,267.0,1.6708333333333334,22.25,0
72,1,1,1,1,2,25.2,1798.9,0.35,24.984722222222224,0
1,0,0,0,0,0,73.55,73.55,73.55,73.55,1
23,2,0,0,0,0,75.4,1643.55,3.2782608695652176,71.45869565217392,0
72,2,2,2,2,2,65.55,4807.45,0.9104166666666667,66.77013888888888,0
26,0,0,2,0,0,80.7,2193.0,3.103846153846154,84.34615384615384,0
21,0,2,2,2,1,104.55,2239.4,4.978571428571429,106.63809523809525,0
60,1,1,1,1,1,24.15,1505.9,0.40249999999999997,25.098333333333336,0
12,1,1,1,1,0,20.45,255.35,1.7041666666666666,21.279166666666665,0
16,0,0,0,0,0,75.4,1189.4,4.7125,74.3375,0
63,2,2,0,0,1,79.7,4786.15,1.265079365079365,75.97063492063492,0
22,2,2,0,0,0,81.7,1820.9,3.713636363636364,82.76818181818182,0
32,2,2,2,2,0,76.3,2404.15,2.384375,75.1296875,0
3,0,2,0,0,0,79.4,205.05,26.46666666666667,68.35000000000001,1
13,0,2,2,0,0,81.15,952.3,6.242307692307692,73.25384615384615,1
68,0,2,0,2,2,103.75,7039.45,1.525735294117647,103.52132352941176,0
30,0,0,2,0,1,86.45,2538.05,2.881666666666667,84.60166666666667,0
16,0,2,0,0,0,75.1,1212.85,4.69375,75.803125,0
33,0,2,0,2,2,80.6,2651.1,2.4424242424242424,80.33636363636363,0
72,1,1,1,1,2,19.3,1304.8,0.26805555555555555,18.12222222222222,0
4,0,0,0,0,0,84.6,360.1,21.15,90.025,1
12,2,0,0,2,1,33.6,435.45,2.8000000000000003,36.2875,0
4,0,0,0,0,0,83.25,308.05,20.8125,77.0125,0
6,2,0,0,0,0,79.05,434.5,13.174999999999999,72.41666666666667,1
65,0,2,2,2,1,108.05,7118.9,1.6623076923076923,109.52153846153846,0
15,1,1,1,1,0,19.9,320.45,1.3266666666666667,21.363333333333333,0
24,1,1,1,1,1,21.05,531.55,0.8770833333333333,22.147916666666664,0
13,0,2,0,0,0,30.15,382.2,2.319230769230769,29.4,0
24,0,0,0,0,0,79.85,2001.0,3.327083333333333,83.375,0
72,2,2,2,2,2,65.5,4919.7,0.9097222222222222,68.32916666666667,0
54,2,2,0,0,0,104.1,5645.8,1.9277777777777776,104.55185185185185,0
3,0,0,0,0,0,74.4,215.8,24.8,71.93333333333334,1
4,1,1,1,1,0,20.5,77.6,5.125,19.4,0
32,0,0,2,0,0,91.35,2896.55,2.8546875,90.5171875,0
35,0,0,2,0,0,99.05,3395.8,2.83,97.02285714285715,1
35,1,1,1,1,2,20.5,759.35,0.5857142857142857,21.695714285714285,0
2,0,0,0,0,0,44.95,85.15,22.475,42.575,1
8,0,2,0,0,0,75.6,535.55,9.45,66.94375,0
22,2,0,0,2,0,55.1,1253.15,2.5045454545454544,56.96136363636364,0
15,2,0,2,2,0,58.95,955.15,3.93,63.67666666666666,0
22,0,0,0,0,0,95.1,2162.6,4.322727272727272,98.3,0
1,0,0,0,0,0,44.7,44.7,44.7,44.7,1
71,1,1,1,1,2,25.45,1813.35,0.3584507042253521,25.54014084507042,0
4,2,0,2,0,0,56.75,245.15,14.1875,61.2875,0
25,2,2,2,2,0,81.75,2028.8,3.27,81.152,0
32,0,2,0,0,0,86.1,2723.75,2.690625,85.1171875,0
7,2,0,0,0,0,29.8,220.45,4.257142857142857,31.49285714285714,0
17,1,1,1,1,1,20.5,365.8,1.2058823529411764,21.51764705882353,0
8,2,0,0,0,0,60.9,551.95,7.6125,68.99375,0
56,2,0,2,2,2,73.25,4054.2,1.3080357142857142,72.39642857142857,0
8,2,0,0,2,0,100.3,832.35,12.5375,104.04375,1
7,1,1,1,1,0,19.25,112.3,2.75,16.04285714285714,1
3,1,1,1,1,0,20.85,60.65,6.95,20.216666666666665,0
71,2,2,2,2,2,77.35,5550.1,1.0894366197183099,78.17042253521127,0
2,0,0,0,0,0,96.0,174.8,48.0,87.4,1
1,0,0,0,0,0,90.55,90.55,90.55,90.55,1
49,2,2,0,0,0,93.85,4733.1,1.9153061224489796,96.59387755102041,0
58,0,2,2,2,2,70.1,4048.95,1.2086206896551723,69.80948275862069,0
44,0,2,0,0,0,30.35,1359.7,0.6897727272727273,30.902272727272727,1
59,0,2,0,2,2,75.95,4542.35,1.2872881355932204,76.98898305084747,0
71,2,0,2,2,2,108.05,7532.15,1.5218309859154928,106.08661971830985,1
1,0,0,0,0,0,69.9,69.9,69.9,69.9,1
11,0,0,0,0,0,75.25,888.65,6.840909090909091,80.78636363636363,0
62,0,2,2,0,1,103.75,6383.35,1.6733870967741935,102.95725806451614,1
35,2,0,0,2,1,54.95,1916.0,1.57,54.74285714285714,0
20,1,1,1,1,0,19.5,413.0,0.975,20.65,0
40,1,1,1,1,2,19.6,808.95,0.49000000000000005,20.223750000000003,0
39,2,0,0,0,1,47.85,1886.4,1.226923076923077,48.369230769230775,0
1,0,0,0,0,0,86.6,86.6,86.6,86.6,1
72,1,1,1,1,2,23.75,1679.25,0.3298611111111111,23.322916666666668,0
33,0,2,0,0,0,80.6,2656.5,2.4424242424242424,80.5,1
12,0,0,0,0,0,43.8,540.95,3.65,45.07916666666667,0
1,1,1,1,1,0,19.75,19.75,19.75,19.75,0
27,1,1,1,1,0,19.15,537.35,0.7092592592592593,19.901851851851852,0
34,1,1,1,1,1,19.6,678.8,0.5764705882352942,19.96470588235294,0
56,2,0,2,0,2,80.3,4513.65,1.4339285714285714,80.60089285714285,0
58,1,1,1,1,2,24.35,1423.85,0.4198275862068966,24.54913793103448,0
22,1,1,1,1,2,25.25,555.4,1.1477272727272727,25.245454545454546,0
10,1,1,1,1,2,26.1,225.55,2.6100000000000003,22.555,0
13,1,1,1,1,2,20.0,268.45,1.5384615384615385,20.65,0
35,0,2,0,2,0,85.3,2917.5,2.4371428571428573,83.35714285714286,1
34,0,0,0,0,0,70.0,2416.1,2.0588235294117645,71.06176470588235,1
4,0,0,0,0,0,94.3,424.45,23.575,106.1125,1
72,1,1,1,1,2,20.7,1492.1,0.2875,20.72361111111111,0
2,0,0,0,2,0,70.3,132.4,35.15,66.2,0
7,0,0,2,0,0,95.35,660.9,13.62142857142857,94.41428571428571,1
27,0,0,0,0,0,75.5,1893.95,2.7962962962962963,70.1462962962963,1
4,0,0,0,0,0,69.55,284.9,17.3875,71.225,0
37,1,1,1,1,2,19.85,784.25,0.5364864864864866,21.195945945945947,0
21,1,1,1,1,0,20.0,417.7,0.9523809523809523,19.89047619047619,0
53,0,0,0,0,1,95.85,5016.25,1.8084905660377357,94.64622641509433,0
18,0,0,0,2,0,90.1,1612.75,5.0055555555555555,89.59722222222223,1
2,0,0,0,0,0,68.95,119.75,34.475,59.875,1
32,2,0,0,0,0,99.55,3204.65,3.1109375,100.1453125,1
23,1,1,1,1,1,20.75,485.2,0.9021739130434783,21.09565217391304,0
3,2,0,0,0,0,50.15,160.85,16.716666666666665,53.61666666666667,0
71,2,2,0,2,2,58.65,4145.25,0.826056338028169,58.38380281690141,0
9,0,0,0,2,0,95.9,827.45,10.655555555555557,91.9388888888889,0
1,0,2,0,0,0,49.5,49.5,49.5,49.5,0
18,0,0,2,0,0,57.45,990.85,3.191666666666667,55.047222222222224,1
12,0,0,0,0,1,53.65,696.35,4.470833333333333,58.02916666666667,1
71,2,2,2,2,2,80.1,5585.4,1.1281690140845069,78.66760563380281,0
64,1,1,1,1,1,24.4,1601.2,0.38125,25.01875,0
4,0,0,0,2,0,40.05,162.45,10.0125,40.6125,0
23,1,1,1,1,0,19.5,470.2,0.8478260869565217,20.443478260869565,0
39,2,0,0,0,0,51.05,2066.0,1.308974358974359,52.97435897435897,0
28,2,0,0,2,1,54.35,1426.45,1.9410714285714286,50.94464285714286,0
5,0,2,0,0,0,84.7,392.5,16.94,78.5,0
45,0,0,2,0,0,86.1,3861.45,1.913333333333333,85.81,0
37,0,0,0,0,0,70.35,2552.9,1.9013513513513511,68.9972972972973,0
60,2,2,2,2,2,110.0,6668.35,1.8333333333333333,111.13916666666667,0
8,0,0,2,0,0,100.6,819.4,12.575,102.425,1
47,2,0,2,0,1,94.9,4615.25,2.019148936170213,98.19680851063829,0
26,0,0,0,0,0,83.75,2070.6,3.2211538461538463,79.63846153846154,1
3,2,0,0,2,0,88.3,273.75,29.433333333333334,91.25,1
50,0,0,0,0,0,69.75,3557.7,1.395,71.154,0
27,0,0,0,2,0,71.6,1957.1,2.6518518518518515,72.48518518518519,0
8,0,0,2,0,0,92.1,729.95,11.5125,91.24375,1
62,1,1,1,1,2,23.65,1416.75,0.38145161290322577,22.850806451612904,0
71,2,0,2,2,2,81.85,5924.4,1.1528169014084506,83.44225352112676,0
66,1,1,1,1,2,25.1,1697.7,0.3803030303030303,25.722727272727273,0
68,2,2,2,2,2,114.7,7849.85,1.686764705882353,115.43897058823529,0
13,0,0,2,0,0,49.15,649.4,3.7807692307692307,49.95384615384615,0
56,0,0,0,0,1,80.9,4557.5,1.4446428571428573,81.38392857142857,0
38,2,2,0,0,0,79.45,3013.05,2.0907894736842105,79.29078947368421,1
14,0,0,0,0,0,90.45,1266.1,6.460714285714286,90.43571428571428,1
16,1,1,1,1,1,19.3,360.35,1.20625,22.521875,0
14,0,0,0,0,0,70.2,1046.5,5.014285714285714,74.75,0
32,0,0,0,0,0,69.75,2347.9,2.1796875,73.371875,1
8,2,0,0,2,1,54.25,447.75,6.78125,55.96875,0
43,0,0,2,0,0,99.3,4209.95,2.3093023255813954,97.90581395348836,0
52,2,0,2,2,1,74.0,3877.65,1.4230769230769231,74.57019230769231,0
3,0,0,0,2,0,50.25,152.3,16.75,50.76666666666667,0
29,1,1,1,1,1,19.8,572.2,0.6827586206896552,19.731034482758623,0
1,1,1,1,1,0,19.65,19.65,19.65,19.65,1
12,0,0,2,2,0,43.65,526.95,3.6374999999999997,43.9125,1
16,0,0,0,0,0,35.5,552.7,2.21875,34.54375,0
40,0,0,2,2,1,80.75,3208.65,2.01875,80.21625,0
5,0,0,2,0,0,39.5,210.75,7.9,42.15,1
40,0,0,0,0,0,97.1,3706.95,2.4274999999999998,92.67375,1
36,1,1,1,1,1,19.55,620.75,0.5430555555555556,17.243055555555557,0
5,0,0,0,0,0,80.0,412.5,16.0,82.5,1
10,2,0,0,0,0,84.7,832.05,8.47,83.205,1
2,0,0,0,0,0,89.55,185.55,44.775,92.775,1
23,0,0,0,2,0,90.6,1943.2,3.9391304347826086,84.48695652173913,1
26,1,1,1,1,1,20.05,505.9,0.7711538461538462,19.457692307692305,0
72,2,2,2,0,2,112.4,8046.85,1.5611111111111111,111.76180555555555,0
34,0,0,0,2,0,50.2,1815.3,1.4764705882352942,53.391176470588235,0
10,2,0,0,2,0,62.25,612.95,6.225,61.295,0
14,2,0,0,2,1,55.7,795.15,3.9785714285714286,56.79642857142857,0
23,2,0,0,0,0,90.05,2169.8,3.9152173913043478,94.33913043478262,1
47,1,1,1,1,2,19.65,973.1,0.4180851063829787,20.70425531914894,0
24,2,0,0,2,0,89.25,2210.2,3.71875,92.09166666666665,0
49,0,2,0,0,0,99.05,4853.75,2.0214285714285714,99.0561224489796,1
20,2,0,0,2,1,54.0,1055.9,2.7,52.795,0
2,0,0,0,0,0,69.75,144.55,34.875,72.275,1
2,0,2,0,0,0,49.05,91.1,24.525,45.55,1
22,0,0,2,2,2,56.75,1304.85,2.5795454545454546,59.31136363636363,0
7,0,0,2,0,0,98.05,713.0,14.007142857142856,101.85714285714286,1
1,1,1,1,1,0,21.1,21.1,21.1,21.1,0
59,0,2,0,2,0,96.65,5580.8,1.638135593220339,94.58983050847458,0
58,1,1,1,1,1,24.5,1497.9,0.4224137931034483,25.82586206896552,0
41,2,2,2,2,0,114.5,4527.45,2.792682926829268,110.42560975609756,1
59,0,2,0,0,2,79.2,4590.35,1.3423728813559324,77.80254237288136,0
3,0,0,0,0,0,69.55,200.2,23.183333333333334,66.73333333333333,0
32,1,1,1,1,2,20.05,614.45,0.6265625,19.2015625,0
46,0,0,2,0,0,98.85,4564.9,2.148913043478261,99.23695652173912,0
2,0,0,0,0,0,80.95,171.15,40.475,85.575,1
52,1,1,1,1,1,19.6,1012.4,0.37692307692307697,19.46923076923077,0
13,0,0,2,0,0,74.3,940.35,5.7153846153846155,72.33461538461539,1
11,0,0,0,0,0,89.7,1047.7,8.154545454545454,95.24545454545455,1
32,2,0,0,2,0,87.65,2766.4,2.7390625,86.45,0
17,0,0,2,0,0,100.45,1622.45,5.908823529411765,95.43823529411765,1
16,0,0,0,0,0,74.75,1129.35,4.671875,70.584375,0
51,2,2,2,0,1,107.45,5680.9,2.1068627450980393,111.39019607843136,0
29,0,0,2,2,1,75.35,2243.9,2.598275862068965,77.37586206896552,0
70,2,2,2,2,2,64.95,4523.25,0.9278571428571429,64.61785714285715,0
71,2,0,2,2,2,100.45,7159.7,1.4147887323943662,100.84084507042253,0
41,0,2,2,0,1,68.5,2839.95,1.670731707317073,69.2670731707317,0
1,0,0,0,0,0,80.55,80.55,80.55,80.55,0
7,2,0,2,2,0,81.25,580.1,11.607142857142858,82.87142857142858,0
25,0,0,0,0,1,90.4,2178.6,3.616,87.14399999999999,1
67,2,2,0,2,1,89.55,6038.55,1.3365671641791044,90.12761194029851,0
5,0,0,0,2,0,55.7,259.4,11.14,51.879999999999995,0
15,1,1,1,1,0,24.8,324.15,1.6533333333333333,21.61,0
20,1,1,1,1,0,20.0,417.65,1.0,20.8825,0
3,0,2,2,0,0,56.15,168.15,18.716666666666665,56.050000000000004,1
54,0,2,0,2,1,105.2,5637.85,1.9481481481481482,104.40462962962964,0
42,1,1,1,1,1,19.55,839.4,0.4654761904761905,19.985714285714284,0
9,0,0,0,0,0,79.75,769.1,8.86111111111111,85.45555555555556,0
63,0,2,0,0,2,97.45,6253.0,1.5468253968253969,99.25396825396825,0
69,1,1,1,1,2,24.25,1641.8,0.35144927536231885,23.794202898550726,0
69,1,1,1,1,2,24.6,1678.05,0.3565217391304348,24.319565217391304,0
40,0,2,0,0,0,50.15,2058.5,1.25375,51.4625,0
60,2,2,2,0,2,39.6,2424.5,0.66,40.40833333333333,0
4,2,0,2,2,0,94.4,387.2,23.6,96.8,1
71,2,2,2,2,2,89.85,6293.45,1.2654929577464789,88.64014084507042,0
37,0,0,2,0,0,78.95,2839.65,2.133783783783784,76.7472972972973,1
32,0,2,0,0,0,98.85,3145.9,3.0890625,98.309375,0
39,0,0,0,2,2,53.85,2200.7,1.3807692307692307,56.42820512820512,0
38,1,1,1,1,1,24.25,914.4,0.6381578947368421,24.063157894736843,0
52,0,0,2,0,2,89.45,4577.75,1.7201923076923078,88.03365384615384,0
48,2,2,0,0,0,105.25,4997.5,2.1927083333333335,104.11458333333333,0
70,2,0,2,2,2,59.5,4144.8,0.85,59.21142857142858,0
20,0,0,0,0,0,70.55,1493.55,3.5275,74.6775,0
50,2,0,2,2,1,82.5,4179.1,1.65,83.58200000000001,0
19,0,0,0,0,1,44.85,893.55,2.360526315789474,47.02894736842105,1
25,2,2,2,0,1,61.6,1611.0,2.464,64.44,0
12,0,2,0,0,0,49.05,593.05,4.0874999999999995,49.42083333333333,0
39,0,2,2,0,0,105.65,4284.8,2.708974358974359,109.86666666666667,1
7,0,0,2,0,0,74.65,544.55,10.664285714285715,77.79285714285713,1
23,2,2,2,2,1,66.25,1533.8,2.880434782608696,66.68695652173913,0
27,1,1,1,1,0,19.4,529.8,0.7185185185185184,19.62222222222222,0
47,0,0,0,0,0,86.05,3865.6,1.8308510638297872,82.2468085106383,0
26,1,1,1,1,2,19.15,515.75,0.7365384615384615,19.83653846153846,0
14,2,0,0,0,0,64.7,941.0,4.621428571428572,67.21428571428571,1
11,0,0,2,2,0,104.05,1133.65,9.459090909090909,103.05909090909091,1
2,1,1,1,1,0,19.25,48.35,9.625,24.175,0
26,2,2,0,0,0,81.95,2070.05,3.151923076923077,79.6173076923077,0
72,2,2,2,2,2,114.65,8333.95,1.5923611111111111,115.74930555555557,0
63,1,1,1,1,2,20.0,1209.25,0.31746031746031744,19.194444444444443,0
71,1,1,1,1,2,19.8,1396.25,0.27887323943661974,19.66549295774648,0
11,2,0,0,0,0,65.15,723.35,5.922727272727273,65.75909090909092,0
14,1,1,1,1,1,19.65,228.65,1.4035714285714285,16.33214285714286,0
13,2,2,2,2,2,88.95,1161.75,6.842307692307693,89.36538461538461,0
6,1,1,1,1,0,20.2,98.35,3.3666666666666667,16.391666666666666,0
11,0,0,0,0,0,75.2,775.3,6.836363636363637,70.48181818181818,0
18,0,2,0,0,0,56.8,1074.65,3.1555555555555554,59.70277777777778,0
1,0,0,0,0,0,35.55,35.55,35.55,35.55,1
32,2,0,0,0,0,75.5,2324.7,2.359375,72.646875,0
29,2,0,0,2,1,35.6,1072.6,1.2275862068965517,36.98620689655172,0
3,0,0,0,0,0,60.25,170.5,20.083333333333332,56.833333333333336,0
2,0,0,0,0,0,95.15,196.9,47.575,98.45,1
13,0,0,2,0,0,96.65,1162.85,7.434615384615385,89.44999999999999,1
41,0,2,0,0,0,40.35,1677.85,0.9841463414634146,40.923170731707316,0
1,1,1,1,1,0,18.85,18.85,18.85,18.85,0
7,0,0,0,0,0,54.85,370.4,7.835714285714286,52.91428571428571,0
52,2,0,2,0,1,64.3,3410.6,1.2365384615384616,65.58846153846153,0
45,1,1,1,1,2,24.65,1138.8,0.5477777777777777,25.306666666666665,0
70,0,2,2,2,2,76.1,5264.25,1.087142857142857,75.20357142857142,0
53,1,1,1,1,2,18.7,1005.7,0.35283018867924526,18.975471698113207,0
62,0,2,2,0,1,97.95,5936.55,1.5798387096774194,95.7508064516129,0
60,2,2,0,0,0,94.1,5475.9,1.5683333333333331,91.265,0
3,0,0,0,0,0,80.4,224.05,26.8,74.68333333333334,1
23,2,0,0,0,0,95.1,2326.05,4.134782608695652,101.13260869565218,0
1,0,2,0,0,0,31.35,31.35,31.35,31.35,1
67,2,0,2,2,1,72.35,4991.5,1.0798507462686566,74.5,0
12,0,2,0,0,0,89.75,1052.4,7.479166666666667,87.7,1
71,2,2,2,2,2,82.7,5831.2,1.1647887323943662,82.12957746478872,0
25,1,1,1,1,1,19.9,510.8,0.7959999999999999,20.432000000000002,0
5,2,0,0,0,0,53.8,283.95,10.76,56.79,0
26,0,0,0,0,1,51.55,1295.4,1.9826923076923075,49.823076923076925,0
1,1,1,1,1,1,19.65,19.65,19.65,19.65,0
70,0,2,2,0,1,44.05,3011.65,0.6292857142857142,43.02357142857143,0
72,2,2,2,2,2,114.0,8093.15,1.5833333333333333,112.4048611111111,0
60,0,2,0,0,1,94.4,5610.25,1.5733333333333335,93.50416666666666,1
32,0,2,0,0,0,100.4,3217.65,3.1375,100.5515625,0
1,1,1,1,1,0,19.85,19.85,19.85,19.85,1
14,0,2,0,0,1,54.25,773.2,3.875,55.228571428571435,0
13,2,0,0,0,0,80.0,1029.35,6.153846153846154,79.18076923076923,0
6,0,2,2,2,0,109.9,669.45,18.316666666666666,111.575,1
46,2,0,2,0,2,79.2,3593.8,1.7217391304347827,78.12608695652175,0
15,0,0,2,2,0,101.35,1553.95,6.756666666666666,103.59666666666666,1
43,0,2,0,2,0,94.3,3953.15,2.1930232558139533,91.93372093023255,0
39,0,0,0,2,2,49.8,1971.15,1.2769230769230768,50.542307692307695,0
21,0,0,2,0,0,60.05,1236.15,2.8595238095238096,58.86428571428572,1
57,2,0,2,0,0,53.75,3196.0,0.9429824561403509,56.07017543859649,0
53,0,0,0,2,1,93.45,4872.2,1.7632075471698114,91.92830188679245,0
18,2,0,2,0,0,87.9,1500.5,4.883333333333334,83.36111111111111,0
1,0,0,0,0,0,60.15,60.15,60.15,60.15,1
58,2,0,0,2,1,61.05,3478.75,1.0525862068965517,59.97844827586207,0
71,0,0,2,0,2,104.05,7413.55,1.4654929577464788,104.41619718309859,0
35,0,0,2,2,1,99.25,3532.0,2.835714285714286,100.91428571428571,0
3,0,0,2,0,0,85.7,256.75,28.566666666666666,85.58333333333333,0
38,2,2,0,0,1,104.85,3887.25,2.759210526315789,102.29605263157895,0
35,2,2,2,2,2,69.15,2490.15,1.975714285714286,71.14714285714285,0
7,0,0,2,0,0,90.45,593.45,12.921428571428573,84.77857142857144,1
47,0,0,2,2,2,74.45,3510.3,1.5840425531914895,74.6872340425532,0
14,0,2,0,0,0,50.45,765.45,3.6035714285714286,54.675000000000004,0
20,0,2,0,0,0,60.0,1259.35,3.0,62.967499999999994,0
66,2,2,0,2,2,85.25,5538.35,1.2916666666666667,83.91439393939395,0
15,1,1,1,1,0,19.45,340.85,1.2966666666666666,22.723333333333336,0
42,1,1,1,1,2,20.75,844.45,0.49404761904761907,20.10595238095238,0
17,2,0,0,0,0,78.9,1348.95,4.641176470588236,79.35000000000001,0
37,0,2,0,2,1,104.5,3778.0,2.824324324324324,102.10810810810811,0
12,0,2,0,0,0,49.4,611.65,4.116666666666666,50.97083333333333,0
53,0,2,0,0,1,94.25,4867.95,1.778301886792453,91.84811320754717,1
60,1,1,1,1,2,25.0,1505.05,0.4166666666666667,25.084166666666665,0
18,0,0,0,0,0,25.55,467.85,1.4194444444444445,25.991666666666667,0
1,0,0,0,0,0,74.9,74.9,74.9,74.9,1
3,0,0,0,0,0,70.15,194.2,23.383333333333336,64.73333333333333,0
9,0,0,0,2,0,69.4,571.45,7.711111111111112,63.49444444444445,0
1,0,0,0,0,0,80.25,80.25,80.25,80.25,1
56,2,2,2,0,1,93.15,5253.95,1.6633928571428573,93.82053571428571,0
17,0,0,0,0,0,69.0,1149.65,4.0588235294117645,67.62647058823529,1
11,0,0,0,2,0,66.35,740.8,6.031818181818181,67.34545454545454,1
7,0,0,0,0,0,69.55,521.35,9.935714285714285,74.47857142857143,0
69,1,1,1,1,2,20.2,1412.65,0.2927536231884058,20.473188405797103,0
19,0,0,0,0,0,86.0,1532.45,4.526315789473684,80.65526315789474,1
3,0,0,0,0,0,80.3,250.05,26.766666666666666,83.35000000000001,1
54,1,1,1,1,2,20.4,1090.6,0.37777777777777777,20.196296296296296,0
62,1,1,1,1,1,23.75,1446.8,0.38306451612903225,23.335483870967742,0
24,0,2,0,0,0,90.55,2282.55,3.7729166666666667,95.10625,1
62,0,0,0,0,0,70.45,4300.45,1.136290322580645,69.36209677419355,0
17,2,0,0,0,0,65.75,1111.2,3.8676470588235294,65.36470588235295,0
9,0,0,0,0,0,24.6,190.1,2.7333333333333334,21.12222222222222,0
64,2,0,2,2,2,69.25,4447.75,1.08203125,69.49609375,0
2,0,0,0,0,0,75.9,143.35,37.95,71.675,1
1,0,0,0,0,0,45.85,45.85,45.85,45.85,1
16,0,0,0,2,0,49.95,810.2,3.121875,50.6375,1
72,1,1,1,1,2,24.65,1830.05,0.3423611111111111,25.41736111111111,0
30,2,2,2,0,1,90.4,2820.65,3.0133333333333336,94.02166666666668,0
49,2,0,0,0,0,100.85,4847.35,2.0581632653061224,98.92551020408165,0
61,2,0,2,2,2,75.35,4729.3,1.2352459016393442,77.52950819672131,0
47,0,2,0,0,0,87.2,4017.45,1.8553191489361702,85.47765957446808,0
20,2,0,2,0,0,64.4,1398.6,3.22,69.92999999999999,0
34,0,0,0,0,0,78.3,2564.3,2.302941176470588,75.42058823529412,1
70,1,1,1,1,2,24.7,1685.9,0.35285714285714287,24.084285714285716,0
54,2,2,0,2,1,105.85,5826.65,1.960185185185185,107.90092592592592,0
61,0,2,2,2,1,98.3,6066.55,1.6114754098360655,99.4516393442623,0
3,0,0,0,0,0,76.95,228.4,25.650000000000002,76.13333333333334,1
13,1,1,1,1,1,19.45,270.2,1.4961538461538462,20.784615384615385,0
16,0,0,0,0,0,96.15,1529.2,6.009375,95.575,1
3,0,2,0,0,0,58.7,168.6,19.566666666666666,56.199999999999996,0
25,1,1,1,1,0,20.15,536.35,0.8059999999999999,21.454,0
30,2,0,0,0,0,64.5,1888.45,2.15,62.94833333333334,0
21,2,0,0,0,0,28.5,629.35,1.3571428571428572,29.969047619047622,0
1,0,0,0,0,0,45.3,45.3,45.3,45.3,1
15,1,1,1,1,0,19.4,289.3,1.2933333333333332,19.28666666666667,1
23,0,0,0,0,0,90.45,2117.25,3.932608695652174,92.05434782608695,0
45,2,2,0,0,0,105.15,4730.9,2.336666666666667,105.1311111111111,0
24,0,2,2,0,1,83.15,2033.05,3.4645833333333336,84.71041666666666,0
11,0,0,0,2,0,90.15,987.95,8.195454545454545,89.81363636363636,1
1,0,0,0,0,0,45.05,45.05,45.05,45.05,1
56,0,0,2,2,2,103.2,5744.35,1.842857142857143,102.57767857142858,0
1,0,2,0,0,0,75.8,75.8,75.8,75.8,1
1,1,1,1,1,0,19.45,19.45,19.45,19.45,0
7,0,0,0,0,0,79.3,523.15,11.328571428571427,74.73571428571428,1
55,0,0,2,2,2,88.8,4805.3,1.6145454545454545,87.36909090909091,0
2,0,0,0,2,0,30.9,59.05,15.45,29.525,1
72,2,0,2,2,2,85.9,6110.75,1.1930555555555555,84.87152777777777,0
45,0,0,0,0,1,34.2,1596.6,0.76,35.48,0
47,1,1,1,1,2,20.15,1046.2,0.42872340425531913,22.25957446808511,0
46,0,2,0,0,1,95.25,4424.2,2.0706521739130435,96.17826086956521,1
2,0,2,0,0,0,50.3,92.75,25.15,46.375,0
2,2,0,0,2,0,80.15,194.55,40.075,97.275,0
12,0,2,0,0,0,51.25,612.1,4.270833333333333,51.00833333333333,0
68,0,2,0,0,0,89.6,6127.6,1.3176470588235294,90.11176470588236,1
69,0,0,0,2,2,95.2,6671.7,1.3797101449275362,96.69130434782609,0
56,2,0,0,0,1,94.8,5264.3,1.6928571428571428,94.00535714285715,0
4,2,0,0,0,0,80.25,303.7,20.0625,75.925,0
64,0,2,2,2,2,76.1,4818.8,1.1890625,75.29375,0
59,2,2,2,0,1,110.15,6448.05,1.866949152542373,109.28898305084746,1
62,2,2,2,2,2,115.55,7159.05,1.863709677419355,115.46854838709677,0
63,1,1,1,1,2,24.65,1574.5,0.39126984126984127,24.99206349206349,0
53,2,2,2,2,1,53.6,2879.2,1.0113207547169811,54.32452830188679,0
5,1,1,1,1,0,19.45,86.05,3.8899999999999997,17.21,0
49,2,2,2,0,0,88.2,4159.45,1.8,84.88673469387754,0
62,2,0,0,0,2,101.15,6638.35,1.631451612903226,107.07016129032259,0
55,2,2,0,2,2,56.8,3112.05,1.0327272727272727,56.582727272727276,0
71,2,2,2,2,2,99.4,7168.25,1.4000000000000001,100.96126760563381,0
72,1,1,1,1,2,20.1,1326.25,0.2791666666666667,18.42013888888889,0
36,2,0,2,2,1,60.7,2234.55,1.6861111111111111,62.07083333333334,0
25,1,1,1,1,1,20.95,495.15,0.838,19.805999999999997,0
72,2,2,2,2,2,114.85,8317.95,1.5951388888888889,115.52708333333334,0
